treatment,outcome,confounder_1,confounder_2,instrument,proxy,seasonal_component,linear_trend,noise
0,-1.004820115289482,0.0012301533574825742,-0.36563580822810365,0.7507136801196796,-0.22513722985586312,0.0,0.0,-1.0695279924039167
1,4.2512958175354125,0.2987455375084699,0.34181163446561236,1.0697261700303613,0.24414641499680523,0.003143159060238096,0.0005002501250625312,0.8723881784656174
0,-2.4998805889455507,-0.2741378553622176,-0.16534201121228373,-0.9899062157688924,0.2188296817947753,0.006286287067720245,0.0010005002501250625,-2.1501798475590967
0,-1.067037185871602,-0.8905918387572742,-0.8892324874469353,1.2674871990874712,-0.9086554147736545,0.009429352969997286,0.0015007503751875936,1.5678500369272588
1,0.34146141539558594,-0.45467078517172255,0.7876812344951233,-0.47438623330832946,-0.19448019422517093,0.01257232571523362,0.002001000500250125,-1.585237173144998
0,-3.330758658124264,-0.9916465549964624,-0.5396374495245412,-1.0257327877323268,-0.6792449479307627,0.015715174252513998,0.0025012506253126563,-0.6063826346384052
1,0.8096889789514218,0.060143602597438485,-0.49930884341177034,-0.17060422269937783,0.03155833229942962,0.018857867532150272,0.003001500750375187,-0.649412711827713
1,3.8415233496474843,1.3402152455545335,-1.3796515919512848,-1.4625527290027724,0.8732970509713789,0.022000374505988164,0.0035017508754377185,0.8032014858630679
1,0.6268308045539827,-0.49220651855132963,-0.7860157415618623,0.004578196723904754,-0.39523355441718355,0.025142664127713998,0.00400200100050025,0.8214222441124593
0,0.4855599260114794,-0.6204748998199404,0.6517715958851541,0.2897041392843967,-0.21350831863768854,0.028284705353161424,0.004502251125562781,0.41863412063156386
0,0.1939999009819935,0.4898420501851982,-1.6176551585337526,-0.20037008367977566,0.475583014666936,0.0314264671406181,0.0050025012506253125,0.6091215757156522
1,3.3036059749476108,0.35688700816006075,-0.07117369463371082,0.5361646905610279,0.06376400338762239,0.03456791845113242,0.005502751375687844,0.5317718960348193
0,1.7610195905489856,0.10541424899789856,0.7177250232748813,-0.3146810553474001,0.39902926797601934,0.03770902824882009,0.006003001500750374,-0.031943169397483075
0,-4.231230751439431,-0.9304680447082047,-0.3771086071282543,0.00405102856606363,-0.8972076922792938,0.040849765501170796,0.006503251625812906,-1.945815412305371
1,-0.3149229494732557,-0.02925182246327349,0.23979051840496315,-1.44066416825302,0.12570709697204038,0.04399009917935478,0.007003501750875437,-2.3574654234125583
0,-1.6217095152452456,0.6953031944582878,-1.1167940113829253,0.04267216738329507,0.5371677651534295,0.04712999825852939,0.007503751875937968,-2.3532417552701386
1,0.5097917554369212,-1.344214547285082,1.3102779021847437,-0.8510364071272692,-0.6874858946080782,0.05026943171814557,0.0080040020010005,-0.00787182401923253
0,0.6306892651091783,-0.45761576104021817,1.1010503361027648,-0.449778602782884,-0.2352831563528633,0.05340836854225433,0.00850425212606303,-0.1955707119988602
0,-3.6530232937057807,-1.901222739800844,0.2354990831833189,-0.09367906152695865,-1.1057441873950085,0.056546777719813215,0.009004502251125562,-0.10388365000567999
0,-4.474505833282377,-1.289537739784976,-1.7550788599159177,0.19097763255239386,-0.8935886820335565,0.059684628244992606,0.009504752376188093,0.27496463973583224
0,-5.596757884862791,-1.8417350377917323,-1.0459623376970644,-1.6466656291878172,-1.0806307077534956,0.06282188911748207,0.010005002501250625,-0.20473585779432613
1,1.4667532299725237,-0.23509113107468127,0.9767030619313426,-1.5634262078942067,-0.08158998951699786,0.0659585293427967,0.010505252626313155,-1.0011868613796204
1,-0.09320964890234462,-1.2674464814437032,1.7131210902787024,-0.3019750522481945,-0.4432801990889693,0.06909451793258313,0.011005502751375688,-1.5262684493131777
0,-0.3592029492564559,0.2712643588217015,0.2966154399850014,0.4743859386160522,0.06492309424352355,0.07222982390492594,0.011505752876438218,-1.9386405714720985
1,5.52003539019006,0.15675108662422516,1.247318934035698,0.3602414175762638,0.3627994153629657,0.07536441628465354,0.012006003001500749,1.3065600860127702
1,2.013610563163449,-0.18693094462995438,-0.6077617034215402,0.8927804352327263,-0.02366001882769668,0.07849826410364426,0.01250625312656328,0.9847858593822573
0,-6.722068626075876,-2.516759710820513,-0.18938715661090497,1.3010764648176134,-1.7121018414789593,0.08163133640113233,0.013006503251625811,-1.37360097463538
1,0.5654765434630437,-0.5386928958466366,0.001147903563308692,0.4964333278446989,-0.4759934466992401,0.08476360222401372,0.013506753376688344,-0.248050313037846
0,1.5104184266049692,-0.048500945401071985,0.42309675373499933,-0.019862269909256384,0.06993926865414198,0.08789503062715187,0.014007003501750874,0.49722744731789864
0,0.1629086221885523,0.11330898600330756,-1.5288095904449193,-1.0314578018078389,-0.20095709115573362,0.09102559067368361,0.014507253626813406,1.7003040957722992
0,-2.752083068470785,-1.5301357655053935,0.9406668425382941,-0.9460677795774783,-1.3303055967605766,0.09415525143532459,0.015007503751875937,-0.5915601546449688
0,1.3325920354586853,-0.47775327603393064,1.3225466443667953,-0.46717047157486447,-0.17749098514306286,0.09728398199267493,0.015507753876938469,0.2186807913630267
0,-2.1106550490110374,-0.9785190780566395,-1.148735148839963,0.26748660663939233,-0.9813589941361589,0.10041175143552472,0.016008004002001,1.2435958501033368
1,-3.210575926101992,-0.8088372394255993,-1.3553396712598527,0.2207355331904661,-0.2641645788589504,0.1035385288631593,0.01650825412706353,-1.7773879013059635
1,4.234954952613899,1.0608986233860787,0.3505601146176193,0.0042437559381249155,0.702429699746275,0.10666428338466463,0.01700850425212606,-0.7300350300877514
0,-2.216143033160091,-0.8075346753318965,-0.654311906112452,-0.15272265795460252,-0.500605172214432,0.10978898411923245,0.017508754377188594,-0.006059532963181362
0,-3.197865774523495,-0.0325217049455206,-2.3708296825978823,0.6304962543040656,0.007072352535993916,0.11291260019646535,0.018009004502251125,-0.7178547853434063
1,7.499630348769985,0.8843898673831739,0.8085835160253632,0.20833243110708471,0.7179699496342211,0.11603510075668172,0.018509254627313655,2.240528200979671
0,0.34964171630452934,-0.583600432743302,0.15559441690102901,0.29784680185810103,-0.44946885821904436,0.11915645495122076,0.019009504752376186,0.9401860711218561
1,1.4298211108456238,-0.11170194958415963,-0.47664699780784253,0.30843711906436094,-0.13678160356894747,0.12227663194274711,0.01950975487743872,0.2389845445774278
1,3.9648867383902475,0.11046414324948059,2.113444292710736,-0.5462929562689646,0.0670693747295556,0.12539560090555552,0.02001000500250125,-0.9694159060158223
0,1.7179259249079433,0.06378177425506196,0.13890425167965942,-1.0308375209161729,0.2694904092442989,0.1285133310258755,0.02051025512756378,0.9385530984420721
0,-2.4016743786483334,-1.2250558264176934,-0.7534300603052011,0.4911277930743177,-0.6158610255677586,0.1316297915021756,0.02101050525262631,0.6939102682516526
0,0.5681533450636425,0.0761402303770081,0.1011518121003468,0.4167273690922375,0.3231216330525618,0.13474495154546787,0.02151075537768884,-0.5052563983047309
0,1.965533385812475,1.3588234217415376,-1.040069267430892,-0.2200260609312674,1.0393165142588994,0.13785878037961183,0.022011005502751375,-0.42143629016807094
0,-5.670373979506385,-1.5471446781284823,-0.7617067740407445,-0.41574093284844815,-1.1080187818844194,0.1409712472416188,0.022511255627813906,-1.4955018647826013
1,4.815910238709897,0.8593826880215982,0.3863628021251846,2.278424050275165,0.2807439629575993,0.14408232138195554,0.023011505752876436,-0.04901056919503408
0,0.9648790097760286,0.11935402569658124,-0.5541982062122524,-0.7592090438492244,0.22727941928700035,0.14719197206484821,0.023511755877938967,0.9359707827900965
0,-0.41902726947674807,-0.6414703941072214,-0.45097407397023326,-0.21754410051461948,-0.26575230096715957,0.150300168568586,0.024012006003001497,1.0766723337143256
1,9.57889609371896,2.000416546342423,1.6689448608407815,0.2655093781024122,1.3348313510556764,0.15340688018582457,0.02451225612806403,0.6369926155114173
1,5.710307052604344,0.7622597120847118,0.8596487831863843,-1.154230576353581,0.7101827265715877,0.15651207622388952,0.02501250625312656,0.8920428381597503
0,-1.6461856072753571,-1.1992889021052233,0.8028258201068199,0.11723596667309545,-0.5665001235889547,0.15961572600507962,0.025512756378189092,-0.5844657698210795
1,2.832454507843991,0.07451622877146342,0.5288167021982181,1.7977491208578336,0.08628076815696821,0.16271779886696974,0.026013006503251623,-0.4607478117674114
0,4.127697424611212,0.5766895836701853,0.4842015617241953,0.9338681984535336,0.6302849846621444,0.16581826416271395,0.026513256628314157,1.287891964433132
1,4.171673452630341,-0.1887821253507493,1.4565848989071413,0.6322003356199405,-0.05534693906461782,0.1689170912613482,0.027013506753376687,0.500832908431797
1,2.788906014065272,0.682910267195206,-0.01954598597516107,0.5924279289453852,0.14633414496731068,0.17201424954809297,0.027513756878439218,-0.8002644230702786
1,4.849311983079691,-0.06651732014941557,1.8555141248997793,0.11196421654667392,-0.12579312495038028,0.17510970842465573,0.028014007003501748,0.5525462662465668
0,1.945018947713057,0.6672475608343279,-0.9514016679623094,0.9583929595630923,0.400362060903906,0.17820343730953322,0.02851425712856428,0.8963224894122593
1,5.906079023100351,1.438522591656152,-0.2550376877212449,-0.15586176653858155,1.1281586666780121,0.1812954056383136,0.029014507253626812,0.7674843306521558
0,-2.840938619065334,-0.6756622510056528,-1.3785963613758874,-0.42280654669743317,-0.630318063187951,0.18438558286397838,0.029514757378689343,0.1410628673331556
1,1.566562279916111,0.20313861038960904,-0.34377301969294316,0.10204267424649895,0.0697581095222032,0.18747393845720423,0.030015007503751873,-0.5103427879105943
0,0.6860783580026647,-0.46330757653841514,0.518442432954403,0.9056966040695844,-0.5014501848595101,0.1905604419066646,0.030515257628814404,0.44503293575684694
1,6.11700206259246,0.12726841122583082,1.4512468892251833,0.3304255907518141,0.09670492072575214,0.1936450627193311,0.031015507753876938,1.797110085268247
0,-2.75602259895769,-1.18719452785014,-0.6633275381969044,0.674538947061455,-0.8017463953680032,0.19672777042077488,0.03151575787893947,0.18133618196825518
0,-1.7573332721162083,-0.5793015965026732,0.005304473599095792,-2.02411921591897,-0.1952350913564924,0.19980853455546754,0.032016008004002,-0.6695302678950871
1,1.846898278517991,-0.1961959728044967,-0.3592103998349385,1.1930573955749926,0.03743165339863461,0.20288732468708218,0.03251625812906453,0.3815669890661511
1,2.4536240982696595,0.8987638721004078,-0.7385999407848944,2.3406017242962567,0.6774074777931153,0.20596411039879395,0.03301650825412706,-1.258940341437065
0,2.2795045138850463,1.145222007454132,-1.1893794535473297,1.3349040505613563,0.8652638859551546,0.20903886129358054,0.03351675837918959,0.26622602543455026
0,-2.791369414101989,-1.323527792484255,0.06066116530180276,-0.317619935485151,-0.8893341732984253,0.21211154699452278,0.03401700850425212,-0.2854191360787871
0,-2.6726780718534013,-0.7946423659870495,-1.73206500043516,-0.8484432823542128,-0.5183413204231637,0.2151821371451043,0.03451725862931466,1.0256923844994361
1,4.0882465275473985,0.6469034225734218,0.11054315082449953,0.27746423253998465,0.7775601111038037,0.21825060140951183,0.03501750875437719,0.13398200209507663
0,-3.398672171829224,-1.9924197841744944,0.020951935487753776,-0.986975862488611,-1.8765384915931476,0.2213169094729346,0.03551775887943972,1.1210956740622124
0,1.1909864552190013,-0.46316986495236695,-0.6577502989238833,0.7256715418156028,-0.34394522482399614,0.22438103104186405,0.03601800900450225,2.424721966660201
1,0.2654435720390187,-0.09728692567008902,-1.0109035699099629,-0.5254104583773097,0.009850005071294257,0.22744293584439298,0.03651825912956478,-0.20118737917726762
0,1.1991269481552367,1.2570149772868198,-1.3843072816090523,0.9606636788896226,1.1212894423982878,0.23050259363051478,0.03701850925462731,-0.8446354772437829
1,6.8057491858720285,0.6894039005707556,1.8713284109777402,1.3621361149072948,0.2791340835797915,0.23355997417242208,0.03751875937968984,0.5046484415604354
0,-2.3652539311661607,-0.32721342022219785,-1.3419720641888278,-2.032251914380174,-0.14426730683638772,0.2366150472648055,0.03801900950475237,-0.06626768706245265
1,3.563937354494088,-0.3685758940999591,1.5577023595501258,0.29277801084729066,-0.07020471350632698,0.23966778272515207,0.0385192596298149,0.17301864311903986
1,1.4935643271525083,-0.25019540051792494,0.6001647598675174,-0.6982812080679572,-0.24879818183653174,0.2427181503940434,0.03901950975487744,-0.6028230741767456
0,3.8274903517403818,1.5235294004561601,-0.36402096828488034,-1.4097799402187932,0.7001259349305141,0.24576612013545354,0.03951975987993997,0.6039180421602833
0,-1.9822916762321512,-0.4280249425728672,-1.157076843721668,-0.6173429155259618,-0.356164352082848,0.24881166183704698,0.0400200100050025,0.09686136434625368
0,-1.1571365216853038,-0.3036803883647294,1.0424934968599848,-0.21893387969914538,-0.4373181808525928,0.2518547454104758,0.04052026013006503,-2.2262319001568556
1,5.219216825986374,0.35258906728526535,1.7296511967420785,1.033687241206948,0.392423362800227,0.25489534079167714,0.04102051025512756,-0.22212969827889
0,-0.9225377777413305,-0.12077044508645512,-0.9340244088098164,-1.521407266318214,-0.23928988577734844,0.25793341794117025,0.04152076038019009,0.3714770625782692
1,2.8814653817869473,-0.19728422796572256,-0.2987452058804305,1.0508125871575025,0.23343597038441546,0.260968946844353,0.04202101050525262,1.2508272165848873
0,-0.8153123060941141,-1.1140671431510563,1.0516237647937112,2.0180629118827054,-0.7361237553420804,0.2640018975117988,0.04252126063031515,-0.5775444401089298
1,1.7331052477065523,-0.011521468038548173,0.3357833600268427,0.5974410659169651,-0.15371865547517866,0.26703223997955255,0.04302151075537768,-0.8117130438419918
0,3.4334110634460595,-0.4435812229744192,1.9999609561561535,0.5459412497223737,-0.3960009819819234,0.27005994430942676,0.04352176088044022,1.2197141719694686
1,3.374355769836913,1.1661277761902227,-0.5701444494713449,-0.01342261705328969,0.6132807015211039,0.2730849805892974,0.04402201100550275,-0.6113977219585679
0,2.7754235657002666,0.6530885027011638,0.5422912083695101,-1.1750402358453063,0.5504953376753982,0.2761073189333995,0.04452226113056528,0.13229171984280488
0,-0.31165236304589927,-0.024143613009932233,-1.2509279699416667,0.5348273272674973,0.2967628751886296,0.27912692948262213,0.04502251125562781,0.5147517397544054
1,7.242400224306067,0.6683810232673438,2.0958917304990465,0.384027484193467,0.4401920635548751,0.2821437824048034,0.04552276138069034,0.7903297125089086
0,-0.8756356850438364,-0.3398695517131494,-0.7303408122882539,0.7315929097038576,-0.0375115680081409,0.28515784789502563,0.04602301150575287,0.03123171975083312
1,0.9907610501129938,1.052126358426947,-2.2079670292951987,2.568840348853762,0.5634425649031328,0.2881690961759093,0.0465232616308154,-1.1343792620583968
1,3.1785525006129935,-0.005399560671626605,-0.12576402125962838,0.7277809400280537,0.07325933542844928,0.29117749749790744,0.047023511755877934,1.0739010422733808
1,3.1814786543320173,0.5833823541804138,-0.13943062111332058,0.42571167956217204,0.8845727002808073,0.2941830221395997,0.047523761880940464,-0.42921459165239967
1,1.215344639596461,-1.2908932453234871,1.9155715125617905,1.5619313213697665,-1.1693241937486516,0.2971856404079855,0.048024012006002995,-0.5195964980101161
1,4.444412478382787,0.34668004887842974,-0.33881964538374293,-1.34521605927,0.504560880739868,0.30018532263877806,0.04852426213106553,2.108520241891013
0,-2.5507863681960363,-1.6882041173665416,-0.01264374414209581,-1.1427026079332272,-0.9315850505313923,0.3031820391966969,0.04902451225612806,0.9356322665638785
0,-4.7453387553682385,-2.0353289449399323,0.5934388719127812,-0.3752064933457484,-1.7853091280640079,0.3061757604757607,0.04952476238119059,-1.0802132168928023
1,2.7037231448925727,-0.3044768777114372,1.5862706831094824,-0.6549292683730847,-0.48459369818198655,0.30916645689958033,0.05002501250625312,-0.4789472245323946
1,-0.2782392146519899,-0.8999276075985952,-0.0632296144127968,0.6939333614115818,-0.8097661906359405,0.3121540989216503,0.050525262631315654,-0.23384035988526794
1,3.125275599492082,0.16405279571222256,1.039477893587884,-0.31744121690980154,0.3239910532595129,0.315138657025641,0.051025512756378184,-0.757405236503376
1,6.395874650742183,2.2447566264860495,0.5180845880609816,1.739933840993579,1.5009509902190707,0.31812010172569044,0.051525762881440715,-1.9713520131114382
0,-0.5830964054357806,-0.8317231814120817,-0.2962353347619622,1.520447420011998,-0.6003038499326498,0.32109840356669545,0.052026013006503245,0.8547836098715498
1,1.8021335989117748,-0.6239435864439059,0.07755444199107894,0.7700710469588443,-0.2799013456957237,0.32407353312460246,0.052526263131565776,0.8274091481035831
1,2.8452766449907725,0.2054039460646989,0.028673878856744103,-0.3859917831558005,0.18272437958363139,0.32704546100669857,0.05302651325662831,0.27430993623361655
1,1.8346845142550186,0.49301329141235634,-0.9160246357175322,0.6169505608345559,0.4055989380136612,0.33001415785190163,0.053526763381690844,-0.39640922334255296
1,3.6525916157707314,-0.1764060659057582,1.2136807544460992,0.8110593437460868,-0.17241225964188617,0.3329795943310505,0.054027013506753374,0.24091374687337835
0,-1.0832704161216378,-0.20593033025321647,-1.3856202526681707,-1.0665716454863634,0.09598250557633262,0.33594174114719483,0.054527263631815905,0.6835316740920018
1,4.223474199810589,0.7024629551205442,1.1711689225508208,0.34877973194692047,0.3514273984281082,0.3389005690358841,0.055027513756878435,-1.0621166288121449
1,4.567867869357943,0.5199076370338984,0.9544193291245788,0.7061137861208042,0.7142081140161725,0.3418560487654574,0.055527763881940966,-0.32468171421007863
0,-2.4787645445252835,-1.0336758320736887,-0.09304925807986311,0.2164637062487031,-0.7759383223678804,0.34480815113733165,0.056028014007003496,-0.5604204730824849
1,1.9195639186931075,-0.07918131861584184,-0.7654443474737392,1.5711101324552066,-0.19977328350292406,0.34775684698629045,0.056528264132066026,0.7430361159787727
0,1.0116514728202202,0.035286848661474135,-0.22642508566190292,1.2141630011284508,0.16920074796649223,0.3507021071807718,0.05702851425712856,0.2913810776431521
0,-2.68644703036548,-1.0544846220491104,0.4727746579951957,-0.8255823758714205,-0.6327968553294405,0.3536439026231564,0.057528764382191094,-1.3281688624853945
1,2.908992530479341,0.25983910067436333,0.7430584393639317,0.1244823387674686,-0.19906099566885832,0.3565822042500548,0.058029014507253625,-0.6206080761380287
0,0.6915684546495227,-0.8579564771765439,0.28691896353982915,-0.8355260085446332,-0.5412491697542112,0.35951698303259455,0.058529264632316155,1.8526555951506232
1,4.695204268954662,0.9720667079170427,0.9921363361408199,0.5795559473559303,0.4254861062644078,0.3624482099767071,0.059029514757378686,-0.9879009924103683
1,1.7763839079203487,0.1927459126050724,-0.5574345720274693,-0.8671482042911687,-0.01598090735217833,0.36537585612341417,0.059529764882441216,0.1754584110667245
0,0.7737516574036408,0.08930648576905029,0.23457639850002474,0.9233112715061345,0.2348092147575591,0.36829989254911394,0.06003001500750375,-0.6343734646307334
0,-1.4932395296930514,-0.591028352856274,-1.5683458108694515,0.3881451149577252,-0.5713045641802694,0.37122029036586657,0.06053026513256628,1.3122178491120995
1,3.0273740101813456,-0.11860982387769403,0.7636266588374009,0.9708345858777971,0.002866766023336867,0.3741370207216799,0.06103051525762881,-0.048168508007145665
0,-4.364693322843819,-1.9977462929070549,0.1531762519515866,-0.14508461687728533,-1.4595934182026304,0.3770500548007944,0.06153076538269134,-0.43493740160677635
0,-3.8642146984985337,-1.1314074705230586,-0.41557417717472683,-1.4562931961724468,-0.39067699172432935,0.3799593638239676,0.062031015507753876,-1.2009502042773588
1,4.604376714935257,0.3628397991887543,1.1615424187192482,1.7658351817896927,0.24940817696749845,0.3828649190487589,0.0625312656328164,-0.2365448814601538
1,-1.243096791514025,-2.1285670418221447,0.6915261487965072,-0.1725685085299045,-1.7104505199443203,0.385766691769813,0.06303151575787894,0.8764559496904262
0,-0.15576697633829284,0.8466085214811634,-2.8163942417440673,1.3766900618169122,0.38615762969079526,0.3886646533191438,0.06353176588294146,0.7146059185855564
0,-4.773307784122003,-1.7460964753739088,0.03988324826736079,0.43018233705986886,-1.389051087439324,0.3915587750664177,0.064032016008004,-1.3547480155355922
0,2.3063206211094602,0.7567385026642676,-1.4550239967277863,0.6739123153554205,0.569444063061612,0.3944490284192361,0.06453226613306653,1.6336291551727733
0,0.16577387513668473,-0.8454970328793241,1.0666598744683562,1.8297491143146174,-0.5783077023382084,0.39733538482341846,0.06503251625812906,-0.2388929863060008
1,6.295944299270555,0.7789910843424612,2.489074822904817,0.3402353018251979,0.7531783439749533,0.4002178157632836,0.0655327663831916,-1.0756432695487685
1,2.2197487157220106,0.1309512075847998,-0.5185335107153436,1.4002313073576018,0.13902855075381412,0.40309629276193215,0.06603301650825412,0.14824383650370007
1,-2.2853333020944455,-1.5368349402914887,0.0745791525019294,-1.484325555056513,-1.0362332735869313,0.4059707873815275,0.06653326663331666,-0.6287324615003296
1,4.374451089635258,1.2491487495584548,-0.25103357390859743,0.8711001495998612,0.9529081828996862,0.40884127122357683,0.06703351675837918,-0.5842359694890397
1,5.286848987402408,1.4417071555226115,0.35081311222022443,-0.24188707818745117,0.9969204478327269,0.41170771592921185,0.06753376688344172,-0.6397242459634329
1,2.751542260010121,-0.0658049060002071,0.644549015608804,-0.13406736112096615,0.025935072710121597,0.4145700931794686,0.06803401700850424,-0.07889354376731891
1,2.751562133095124,-0.27391627217232034,1.2871939365403018,0.00871636293983214,-0.021666929104776245,0.41742837469556754,0.06853426713356678,-0.5038026139335896
0,-2.6222217667787526,-0.15986696597063635,-0.9874213344977847,0.34652711674339387,0.05813553635419007,0.42028253223919276,0.06903451725862932,-1.7571049546396174
0,1.2305166562224772,-0.9751523227787462,1.5716348118236063,1.6571604778040403,-0.7783351819556008,0.42313253761277114,0.06953476738369184,0.5545848270657038
0,0.9450575537968222,1.0985867597569177,-0.9315138560436108,-1.8537131142776313,0.4286518776355459,0.4259783626597507,0.07003501750875438,-0.5265317811222416
1,2.4132252555668208,-0.5428919317301868,0.27708869936999964,0.044040178291809486,-0.5285271315010486,0.42881997926487897,0.0705352676338169,1.2514962926321302
0,2.488233235369969,-0.051190412691676575,1.1585766395766857,-0.7164870797072483,0.03357960967295251,0.43165735935448063,0.07103551775887944,0.567267729050484
0,0.34939752609161384,-0.7932964032030436,0.7131987383979979,1.1658140046931624,-1.0400589000162332,0.4344904748967348,0.07153576788394196,0.6510443256039791
0,-1.9708162402817893,-0.6260730997201972,-0.9385749409883506,-0.4230917546501151,-0.5204988651570572,0.43731929790195234,0.0720360180090045,0.2007421729796257
